content,date,location,like_count,source,total_media_shared,retweet_count,month_year,clearcontent
.⁦@WHO⁩ Emergency Committee on #coronavirus to meet on Wednesday as virus spreads in and beyond #China https://t.co/IqxRyNnxro,2020-01-20,"Geneva, Switzerland",1,Twitter for iPhone,0,5,2020-01,who emergency committee on coronavirus to meet on wednesday as virus spreads in and beyond china
"WHO says Emergency Committee on the novel #coronavirus  will look at ""whether the outbreak constitutes a public health emergency of international concern, and what recommendations should be made to manage it.""",2020-01-20,"Toronto, Ontario",1,Twitter Web App,0,0,2020-01,who says emergency committee on the novel coronavirus will look at whether the outbreak constitutes a public health emergency of international concern and what recommendations should be made to manage it
@WHO holding meeting Wednesday to determine if the new #coronavirus outbreak is a public health emergency of international concern and what more should be done to manage it. https://t.co/LbtC8pOiEz #Wuhan,2020-01-20,Toronto,3,Twitter Web Client,0,2,2020-01,who holding meeting wednesday to determine if the new coronavirus outbreak is a public health emergency of international concern and what more should be done to manage it wuhan
Here's everything you need to know about #coronavirus: https://t.co/z5TNSutPV0,2020-01-20,nick.stylianou@sky.uk,1,TweetDeck,0,0,2020-01,heres everything you need to know about coronavirus
"Three people have died and new cases tripled to 139 in China over the weekend, with others in Thailand, Japan and South Korea. Decision will be made on Wednesday as to whether #coronavirus constitutes an 'international health emergency'.",2020-01-20,nick.stylianou@sky.uk,1,TweetDeck,0,2,2020-01,three people have died and new cases tripled to 139 in china over the weekend with others in thailand japan and south korea decision will be made on wednesday as to whether coronavirus constitutes an international health emergency
"I am convening an Emergency Committee to ascertain whether the novel #coronavirus (2019-nCoV) constitutes a public health emergency of international concern and what recommendations should be made to manage the outbreak.
https://t.co/RNeBHf8fnr",2020-01-20,"Geneva, Switzerland",694,Twitter for iPhone,0,511,2020-01,i am convening an emergency committee to ascertain whether the novel coronavirus 2019ncov constitutes a public health emergency of international concern and what recommendations should be made to manage the outbreak
@XHNews Meeting called by @WHO for Wednesday to discuss whether the new #coronavirus constitutes an international health emergency.,2020-01-20,"Washington, DC ",38,Twitter Web App,0,21,2020-01,xhnews meeting called by who for wednesday to discuss whether the new coronavirus constitutes an international health emergency
"The Emergency Committee on the novel #coronavirus (2019-nCoV) will ascertain whether the outbreak constitutes a public health emergency of international concern, and what recommendations should be made to manage it https://t.co/dFpOkM0CSN",2020-01-20,"Geneva, Switzerland",1061,Twitter for iPhone,1,804,2020-01,the emergency committee on the novel coronavirus 2019ncov will ascertain whether the outbreak constitutes a public health emergency of international concern and what recommendations should be made to manage it
"After 41 cases of #coronavirus in China, India's Health Ministry takes preventive actions

https://t.co/H77zonKfMV https://t.co/mmf6jfBeOQ",2020-01-20,India,40,Twitter Web App,1,6,2020-01,after 41 cases of coronavirus in china indias health ministry takes preventive actions
"The Ministry of #Health and Prevention confirms that no cases of the novel #coronavirus have been reported in the #UAE
@RamiaFarrage @GrahamClews
@gregfairlie 
@DubaiOneTV @dubaimediainc
https://t.co/c4mNgaoQv2 https://t.co/X7WbzNvKhr",2020-01-20,"Dubai, UAE",6,Hootsuite Inc.,1,3,2020-01,the ministry of health and prevention confirms that no cases of the novel coronavirus have been reported in the uae ramiafarrage grahamclews gregfairlie dubaionetv dubaimediainc
"BREAKING: WHO Director-General @DrTedros will convene an Emergency Committee on the novel #coronavirus (2019-nCoV) under the International Health Regulations. 
The Committee will meet on Wednesday, 22 January 2020. https://t.co/w3w7ZuoTeG",2020-01-20,"Geneva, Switzerland",4981,Twitter for iPhone,1,3711,2020-01,breaking who directorgeneral drtedros will convene an emergency committee on the novel coronavirus 2019ncov under the international health regulations the committee will meet on wednesday 22 january 2020
I managed to contract Swine Flu and Bird Flu - I will almost certainly get #coronavirus if it comes to Europe. Never been a better excuse to go into hibernation tbh.,2020-01-20,London,5,Twitter Web App,0,0,2020-01,i managed to contract swine flu and bird flu i will almost certainly get coronavirus if it comes to europe never been a better excuse to go into hibernation tbh
"OMG NOT GOOD: #Human-to-human #transmission has been #confirmed in an #outbreak of a new #Wuhan #coronavirus, a development that raises the possibility that it could spread more quickly and widely #China
https://t.co/K3LtHQSOU0",2020-01-20,Toronto,1,Twitter Web App,0,4,2020-01,omg not good humantohuman transmission has been confirmed in an outbreak of a new wuhan coronavirus a development that raises the possibility that it could spread more quickly and widely china
"What We're Reading: 3 US Airports to Screen for New #Coronavirus; All-Time Low US #Birthrate; Tech Giants Granted Access to electronic health records #EHR
https://t.co/lpdkWi5Lky https://t.co/ta3y4rkyhi",2020-01-20,"Cranbury, NJ",0,Sprout Social,1,0,2020-01,what were reading 3 us airports to screen for new coronavirus alltime low us birthrate tech giants granted access to electronic health records ehr
China confirms deadly Wuhan #coronavirus can be transmitted by humans (via Sky News) https://t.co/N0cKbDfE4e,2020-01-20,Sussex,1,TweetDeck,0,0,2020-01,china confirms deadly wuhan coronavirus can be transmitted by humans via sky news
"President Xi Jinping said on Monday that the relevant departments must put people's health first, after it was revealed that there had been a sharp increase in the number of people infected with a new strain of #coronavirus. #Opinion",2020-01-20,"Beijing, China",19,Twitter for Advertisers.,0,4,2020-01,president xi jinping said on monday that the relevant departments must put peoples health first after it was revealed that there had been a sharp increase in the number of people infected with a new strain of coronavirus opinion
"CDC is closely monitoring an outbreak of 2019 novel #coronavirus in Wuhan, China. Get the latest updates from CDC for
✈️Travelers to and from Wuhan, China
🏫State &amp; local health departments
👩‍⚕️Healthcare providers
👨‍🔬Laboratorians
❓The interested public
https://t.co/xo3y1InZCv",2020-01-20,"Atlanta, GA",377,Sprout Social,0,303,2020-01,cdc is closely monitoring an outbreak of 2019 novel coronavirus in wuhan china get the latest updates from cdc for travelers to and from wuhan china state amp local health departments healthcare providers laboratorians the interested public
"CDDEP's weekly newsletter highlights the rare #resistance gene isolated from bacteria in US pets, pan-resistant C. auris, new details in the novel #coronavirus outbreak, and more! 📌 Stay up to date on the latest global health research and news: https://t.co/MynBFy6dYc",2020-01-20,Washington DC & Bengaluru ,1,Hootsuite Inc.,0,0,2020-01,cddeps weekly newsletter highlights the rare resistance gene isolated from bacteria in us pets panresistant c auris new details in the novel coronavirus outbreak and more stay up to date on the latest global health research and news
A high-level expert team of China's National Health Commission Monday confirmed people-to-people transmission of a novel #coronavirus and infection of medical staff. https://t.co/bjUSjIcZTP,2020-01-20,Beijing,7,Twitter Web App,0,8,2020-01,a highlevel expert team of chinas national health commission monday confirmed peopletopeople transmission of a novel coronavirus and infection of medical staff
"#UPDATE A renowned scientist at China's National Health Commission who helped expose the scale of the SARS outbreak said human-to-human transmission of a new virus in China is ""affirmative"", state broadcaster CCTV reported https://t.co/eNGE6h6rha #coronavirus #Wuhan",2020-01-20,Around The World,276,TweetDeck,0,309,2020-01,update a renowned scientist at chinas national health commission who helped expose the scale of the sars outbreak said humantohuman transmission of a new virus in china is affirmative state broadcaster cctv reported coronavirus wuhan
"🇨🇳 @dfatirl has updated our #traveladvice for #China: https://t.co/blVFx4DoNU (see ""Additional Information"" - ""Coronavirus- January 2020""). @IrlEmbChina #coronavirus #KnowBeforeYouGo #Travel #traveltips #holiday

Also available on our #TravelWise app: https://t.co/Y2p0zSPGYK",2020-01-20,Ireland,3,Twitter Web App,0,3,2020-01,dfatirl has updated our traveladvice for china see additional information coronavirus january 2020 irlembchina coronavirus knowbeforeyougo travel traveltips holiday also available on our travelwise app
"🇨🇳 #Breaking There are now confirmed instances of ""human-to-human transmission"" of the #novel #coronavirus, says Zhong Nanshan, Chinese expert on infectious diseases. https://t.co/rYTXJI09r7",2020-01-20,Hong Kong,0,Twitter Web App,1,0,2020-01,breaking there are now confirmed instances of humantohuman transmission of the novel coronavirus says zhong nanshan chinese expert on infectious diseases
"National health commission of #China confirms human-to-human transmission of the new #coronavirus and says medical workers have been infected, reports @XHNews.",2020-01-20,"Washington, DC ",61,Twitter Web App,0,66,2020-01,national health commission of china confirms humantohuman transmission of the new coronavirus and says medical workers have been infected reports xhnews
"Outbreak of Novel #coronavirus in China: Actions taken by the @MoHFW_INDIA

Details here: https://t.co/BUXf7Cks7m",2020-01-20,New Delhi,42,Twitter for Android,0,9,2020-01,outbreak of novel coronavirus in china actions taken by the mohfwindia details here
